物料代號,供應商簡稱,品名規格,單價,幣別,單位,預設收貨廠區
07-2GFH005-1M,大佳,厚薄規 0.05*1m HIPP0 (1盒),250,TWD,PCS,新信路生產基地
07-2GPM0305,大佳,限界牙規m3x0.5 GPWP,2000,TWD,PCS,新信路生產基地
07-2GPP03GR,大佳,限界環規m3*0.5GR,2200,TWD,PCS,新信路生產基地
07-2GPP03WR,大佳,限界環規m3*0.5WR,2200,TWD,PCS,新信路生產基地
07-2GR-178PMA,大佳,半徑規 1.0-6.5 m/m,300,TWD,SET,新信路生產基地
07-2GR-178PMB,大佳,半徑規 7.0-14.5 m/m,400,TWD,SET,新信路生產基地
07-2GT-100MZ,大佳,厚薄規 4(100)25片/0.03-1.0mm,600,TWD,SET,新信路生產基地
07-2KG002014,大佳,數位壓力錶 DPG-2.57/0-14K,4700,TWD,SET,新信路生產基地
07-2KG3-010,大佳,"壓力計 3""X10k",250,TWD,PCS,新信路生產基地
07-2KGU2-150,大佳,防震埋入壓力計 21/2' x150k,550,TWD,PCS,新信路生產基地
07-2KGZB-01,大佳,壓力計附開關 1/8PT,500,TWD,PCS,新信路生產基地
07-2M102AF,大佳,分厘卡平頭附帽+瑣 0-13,900,TWD,PCS,新信路生產基地
07-2M103,大佳,分厘卡頭附帽(07-2M103),500,TWD,SET,新信路生產基地
07-2MBS-C01,大佳,磁性座本體 ECE01,400,TWD,PCS,新信路生產基地
07-2MBS-EC340,大佳,機械式磁性座 ECE-340,1600,TWD,PCS,新信路生產基地
07-2MBS-F201B,大佳,充電磁性燈座(圓燈),1150,TWD,PCS,新信路生產基地
07-2MQ-000,大佳,迷你水平尺 39*10*10雙耳,80,TWD,SET,新信路生產基地
07-2MQZ-03,大佳,水平尺 03帶磁,530,TWD,PCS,新信路生產基地
07-2QANPZK205,大佳,扭力扳手 1-5NM PK,2000,TWD,PCS,新信路生產基地
07-2QT03L,大佳,扭力起子 3LTDK 日製,3800,TWD,PCS,新信路生產基地
07-2QT12LN,大佳,扭力起子 12LTDK KANON,4300,TWD,PCS,新信路生產基地
07-2RSB-5P,大佳,計數器 75-1型LB-4,500,TWD,SET,新信路生產基地
07-2RSX1,大佳,倒數計時器 藍色T2,300,TWD,PCS,新信路生產基地
07-2VG-1760,大佳,"真空計2-1/2"" 760mmHg",500,TWD,PCS,新信路生產基地
07-2VG-20-N,大佳,"真空計 2"" 日製",450,TWD,PCS,新信路生產基地
07-2WW0330,大佳,合金線嘴 W0330-3-0807,400,TWD,PCS,新信路生產基地
07-2WW0330R,大佳,紅寶石線嘴 RC0330-3-0807,250,TWD,PCS,新信路生產基地
07-3E-X,大佳,輸送帶,2500,TWD,PCS,新信路生產基地
07-3S-130XL037,大佳,時規皮帶130XL x 037(3/8),150,TWD,SET,新信路生產基地
07-4AM08-070,大佳,螺絲 m8x70,3,TWD,SET,新信路生產基地
07-4BMF1018050,大佳,鋼細牙六角螺絲 m18x50P1.5,50,TWD,PCS,新信路生產基地
07-4CM02-16,大佳,六角孔螺絲 m2x16,3.5,TWD,PCS,新信路生產基地
07-4CM03-004,大佳,六角孔螺絲 m3x4,2,TWD,PCS,新信路生產基地
07-4CM03-006,大佳,六角孔螺絲m3x6,1.5,TWD,PCS,新信路生產基地
07-4CM03-008,大佳,六角孔螺絲 m3 x 8,1.5,TWD,PCS,新信路生產基地
07-4CM03-010,大佳,六角孔螺絲m3x10,2,TWD,PCS,新信路生產基地
07-4CM03-012,大佳,六角孔螺絲m3x12,2,TWD,PCS,新信路生產基地
07-4CM03-016,大佳,六角孔螺絲 (m3x16),2,TWD,PCS,新信路生產基地
07-4CM03-020,大佳,六角孔螺絲m3x20,2,TWD,PCS,新信路生產基地
07-4CM03-025,大佳,六腳孔螺絲m3x25,2,TWD,PCS,新信路生產基地
07-4CM03-030,大佳,六角孔螺絲m3x30,3,TWD,PCS,新信路生產基地
07-4CM03-035,大佳,六角孔螺絲m3x35,3,TWD,PCS,新信路生產基地
07-4CM04-006,大佳,六角孔螺絲 m4x6,1.5,TWD,PCS,新信路生產基地
07-4CM04-008,大佳,六角孔螺絲 m4x8,2,TWD,PCS,新信路生產基地
07-4CM04-010,大佳,六角孔螺絲 m4 x 10,2,TWD,PCS,新信路生產基地
07-4CM04-012,大佳,六角孔螺絲 m4x12,2,TWD,PCS,新信路生產基地
07-4CM04-016,大佳,六角孔螺絲 m4x16,2,TWD,PCS,新信路生產基地
07-4CM04-020,大佳,六角孔螺絲 m4 x20,2,TWD,PCS,新信路生產基地
07-4CM04-025,大佳,六角孔螺絲 m4*25,2,TWD,PCS,新信路生產基地
07-4CM04-030,大佳,六角孔螺絲 m4 x 30,3,TWD,PCS,新信路生產基地
07-4CM04-035,大佳,六角孔螺絲 m4x35,3,TWD,PCS,新信路生產基地
07-4CM05-008,大佳,六角孔螺絲 m5 x 8,1.5,TWD,PCS,新信路生產基地
07-4CM05-010,大佳,六角孔螺絲 m5 x 10,1.5,TWD,PCS,新信路生產基地
07-4CM05-012,大佳,六角孔螺絲 m5x12,2,TWD,PCS,新信路生產基地
07-4CM05-016,大佳,六角孔螺絲 M5*16,2,TWD,PCS,新信路生產基地
07-4CM05-020,大佳,六角孔螺絲 m5 x 20,2,TWD,PCS,新信路生產基地
07-4CM06-008,大佳,六角孔螺絲 m6 x 8,2,TWD,PCS,新信路生產基地
07-4CM06-035,大佳,六角孔螺絲m6 x 35,3,TWD,PCS,新信路生產基地
07-4CM08-020,大佳,六角孔螺絲 m8 x 20,2.5,TWD,PCS,新信路生產基地
07-4CM08-025,大佳,六角孔螺絲 M8X25,3,TWD,PCS,新信路生產基地
07-4CM08-035,大佳,不銹鋼六角孔螺絲 M8X35,10,TWD,PCS,新信路生產基地
07-4CM08-090,大佳,六角孔螺絲m8 x 90,12,TWD,PCS,新信路生產基地
07-4CMA03-25,大佳,全牙六角孔m3x25,3,TWD,PCS,新信路生產基地
07-4CMA04-50,大佳,全牙六角孔  m4x50,5,TWD,PCS,新信路生產基地
07-4CMA05-100,大佳,全牙六角孔 m5x100,20,TWD,PCS,新信路生產基地
07-4CMF08-30,大佳,細牙六角孔 m8x1.0x30,10,TWD,PCS,新信路生產基地
07-4CMS025-06,大佳,不鏽鋼六孔M2.6*6(4CMS025-06),5,TWD,PCS,新信路生產基地
07-4CMS025-08,大佳,4CMS025-08(不鏽鋼六角孔M2.5*8),5,TWD,PCS,新信路生產基地
07-4CMS025-10,大佳,不銹鋼六角孔 m2.5x10,6,TWD,SET,新信路生產基地
07-4CMS025-12,大佳,不銹鋼六角孔螺絲 m2.5x12,6,TWD,PCS,新信路生產基地
07-4CMS025-14,大佳,不銹鋼六角孔m2.5x14,6,TWD,PCS,新信路生產基地
07-4CMS025-16,大佳,不銹鋼六角孔 m2.5x16,6,TWD,PCS,新信路生產基地
07-4CMS025-20,大佳,不銹鋼六角孔 m2.5x20,7,TWD,PCS,新信路生產基地
07-4CMS03-12,大佳,不銹鋼六角孔螺絲 m3 x 12,3,TWD,PCS,新信路生產基地
07-4CMS03-16,大佳,不銹鋼六角孔m3x15,3,TWD,SET,新信路生產基地
07-4CMS03-20,大佳,不鏽鋼六角孔 M3*20,3,TWD,PCS,新信路生產基地
07-4CMS04-010,大佳,不銹鋼六角孔 m4 x 10,3,TWD,PCS,新信路生產基地
07-4CMS04-014,大佳,不銹鋼六角孔 m4x14,3,TWD,PCS,新信路生產基地
07-4CMS04-015,大佳,不銹鋼六角孔螺絲 M4x15,3,TWD,PCS,新信路生產基地
07-4CMS04-030,大佳,不銹鋼六角孔 m4x30,4,TWD,PCS,新信路生產基地
07-4CMS04-035,大佳,不鏽鋼六角孔M4*35,6,TWD,PCS,新信路生產基地
07-4CMS04-055,大佳,不銹鋼六角孔 m4x55,10,TWD,SET,新信路生產基地
07-4CMS05-016,大佳,不銹鋼六角孔 M5x16,3,TWD,PCS,新信路生產基地
07-4CMS05-030,大佳,不銹鋼六角孔 m5x30,7,TWD,PCS,新信路生產基地
07-4CMS05-035,大佳,不鏽鋼六角孔M5*35,4,TWD,PCS,新信路生產基地
07-4CMS05-040,大佳,不銹鋼六角孔 m5x40,9,TWD,PCS,新信路生產基地
07-4CMS05-045,大佳,不銹鋼六角孔m5x45,10,TWD,PCS,新信路生產基地
07-4CMS05-055,大佳,不銹鋼六角孔 m5x55,15,TWD,SET,新信路生產基地
07-4CMS06-020,大佳,不鏽鋼六角孔M6*20,3,TWD,PCS,新信路生產基地
07-4CMS06-030,大佳,不銹鋼六角孔 m6 x 30,4,TWD,PCS,新信路生產基地
07-4CMS08-020,大佳,不銹鋼六角孔 m8x20,6,TWD,PCS,新信路生產基地
07-4CMS08-025,大佳,不鏽鋼六角孔螺絲M8X25,8,TWD,PCS,新信路生產基地
07-4CMS10-050,大佳,不銹鋼六角孔 m10 x 50,20,TWD,PCS,新信路生產基地
07-4CW020-05,大佳,六角孔螺絲 1/4 X 5/8,2,TWD,PCS,新信路生產基地
07-4DM03-03,大佳,無頭固定螺絲 m3x3,1.5,TWD,PCS,新信路生產基地
07-4DM03-08,大佳,無頭固定螺絲m3*8,2,TWD,PCS,中華西路總部
07-4DM03-10,大佳,無頭固定螺絲 m3x10,2,TWD,PCS,新信路生產基地
07-4DM04-04,大佳,無頭固定螺絲 m4x4,1.5,TWD,PCS,新信路生產基地
07-4DM04-14,大佳,無頭固定螺絲 m4 x 14,3,TWD,PCS,新信路生產基地
07-4DM05-08,大佳,無頭固定螺絲 m5x8,2,TWD,PCS,新信路生產基地
07-4DM06-05,大佳,無頭固定螺絲 m6x5,2,TWD,PCS,新信路生產基地
07-4DM06-06,大佳,無頭固定螺絲 m6x6,2,TWD,PCS,新信路生產基地
07-4DM06-08,大佳,無頭固定螺絲 m6x8,2,TWD,PCS,新信路生產基地
07-4DM06-10,大佳,無頭固定螺絲 m6x10,2,TWD,PCS,新信路生產基地
07-4DMS03-03,大佳,白鐵固定螺絲 m3x3,3,TWD,PCS,新信路生產基地
07-4DMS03-08,大佳,白鐵固定螺絲 m3x8,3,TWD,PCS,新信路生產基地
07-4DMS04-04,大佳,白鐵固定螺絲 m4x4,4,TWD,SET,新信路生產基地
07-4EM05-06,大佳,半圓頭螺絲 m5x6,3,TWD,PCS,新信路生產基地
07-4EM05-08,大佳,半圓頭螺絲 m5x8,3,TWD,PCS,新信路生產基地
07-4EMS06-08,大佳,白鐵半圓六角孔 m6x8,5,TWD,PCS,新信路生產基地
07-4EMS08-30,大佳,白鐵半圓六角孔 m8x30,10,TWD,PCS,新信路生產基地
07-4FM03-06,大佳,皿頭六角孔螺絲 M3 x 06,3,TWD,PCS,新信路生產基地
07-4FM03-10,大佳,皿頭六角孔螺絲- M3 x 10,3,TWD,PCS,新信路生產基地
07-4FM03-12,大佳,皿頭六角孔螺絲 M3 x 12,3,TWD,PCS,新信路生產基地
07-4FM03-14,大佳,皿頭六角孔螺絲 M3 x 14,3,TWD,PCS,新信路生產基地
07-4FM03-16,大佳,皿頭六角孔螺絲 m3x16,3,TWD,PCS,新信路生產基地
07-4FM04-06,大佳,皿頭六角孔螺絲 m4 x 6,3,TWD,PCS,新信路生產基地
07-4FM04-10,大佳,皿頭六角孔螺絲m4x10,3,TWD,PCS,新信路生產基地
07-4FM06-16,大佳,皿頭螺絲 m6x16,3,TWD,SET,新信路生產基地
07-4FM08-35,大佳,皿頭六角孔螺絲 m8x35,5,TWD,PCS,新信路生產基地
07-4FMS02-08,大佳,不鏽鋼皿頭孔螺絲2*8,12,TWD,PCS,新信路生產基地
07-4FMS03-06,大佳,不鏽鋼皿頭孔螺絲3*6,5,TWD,PCS,新信路生產基地
07-4FMS04-10,大佳,不銹鋼皿頭孔螺絲4x10,5,TWD,SET,新信路生產基地
07-4FMS05-15,大佳,4FMS05-15(不鏽鋼皿頭孔螺絲5*15),4,TWD,PCS,新信路生產基地
07-4FMS08-20,大佳,不銹鋼皿頭孔螺絲 8x20,20,TWD,SET,新信路生產基地
07-4G-02,大佳,六角孔塞頭 1/4PT Y.M,5,TWD,PCS,新信路生產基地
07-4G-03,大佳,六角孔塞頭 3/8PT Y. M,10,TWD,PCS,新信路生產基地
07-4G-12,大佳,六角孔塞頭1-1/4PT,150,TWD,PCS,新信路生產基地
07-4GS02,大佳,白鐵六角孔塞頭 1/4PT,35,TWD,PCS,新信路生產基地
07-4HM03-06,大佳,皿頭螺絲M3*6,0.5,TWD,PCS,中華西路總部
07-4HMS04-08,大佳,不鏽鋼皿頭十字螺絲M4*8,3,TWD,PCS,新信路生產基地
07-4HW020-04,大佳,皿頭螺絲 1/4x1/2,2,TWD,PCS,新信路生產基地
07-4IM02-06,大佳,圓頭螺絲 m2 x 6,0.5,TWD,PCS,新信路生產基地
07-4IM02-12,大佳,圓頭螺絲 m2*12,0.5,TWD,PCS,新信路生產基地
07-4IM02-25,大佳,圓頭螺絲 m2x25,4,TWD,PCS,新信路生產基地
07-4IM025-10,大佳,圓頭螺絲 m2.5x10,1,TWD,PCS,新信路生產基地
07-4IM03-04,大佳,圓頭螺絲 m3x4,0.4,TWD,PCS,新信路生產基地
07-4IM03-06,大佳,圓頭螺絲 m3x6,0.4,TWD,PCS,新信路生產基地
07-4IM03-08,大佳,圓頭螺絲 m3x8,0.4,TWD,PCS,新信路生產基地
07-4IM03-10,大佳,圓頭螺絲 m3x10,0.4,TWD,PCS,新信路生產基地
07-4IM03-15,大佳,圓頭螺絲 M3x15,0.5,TWD,PCS,新信路生產基地
07-4IM03-25,大佳,圓頭螺絲 M3x25,1,TWD,PCS,新信路生產基地
07-4IM04-05,大佳,圓頭螺絲 m4 x 5,0.5,TWD,PCS,新信路生產基地
07-4IM04-06,大佳,圓頭螺絲 m4x6,0.5,TWD,PCS,新信路生產基地
07-4IM04-08,大佳,圓頭螺絲  m4x8,0.4,TWD,PCS,新信路生產基地
07-4IM04-08A,大佳,大扁圓頭螺絲 m4x8,0.5,TWD,PCS,新信路生產基地
07-4IM04-12,大佳,圓頭螺絲 m4x12,0.5,TWD,PCS,新信路生產基地
07-4IM04-25,大佳,圓頭螺絲M4×25,0.6,TWD,PCS,新信路生產基地
07-4IM04-40,大佳,圓頭螺絲 m4x40,0.6,TWD,PCS,新信路生產基地
07-4IM05-10,大佳,圓頭螺絲 m5x10,0.6,TWD,PCS,新信路生產基地
07-4IM05-20,大佳,圓頭螺絲 m5x20,0.8,TWD,PCS,新信路生產基地
07-4IM05-30,大佳,圓頭螺絲 m5x30,1,TWD,PCS,新信路生產基地
07-4IM06-15,大佳,圓頭螺絲m6 x 15,1,TWD,PCS,新信路生產基地
07-4IMS03-12A,大佳,不銹鋼圓頭螺絲m3x12三組合,3,TWD,PCS,新信路生產基地
07-4IMS04-08A,大佳,不銹鋼大扁頭螺絲 m4x8,3,TWD,PCS,新信路生產基地
07-4IMS04-15,大佳,不銹鋼圓頭螺絲 m4x15,2,TWD,PCS,新信路生產基地
07-4IW010-02,大佳,圓頭螺絲 1/8x1/4,0.5,TWD,PCS,新信路生產基地
07-4IW010-04,大佳,圓頭螺絲1/8x1/2,0.5,TWD,PCS,新信路生產基地
07-4IW015-20,大佳,圓頭螺絲- 3/16 x 2,2,TWD,PCS,新信路生產基地
07-4JW012-04,大佳,大扁頭自攻牙螺絲8#(5/32)x1/2,0.6,TWD,PCS,新信路生產基地
07-4JW12-06,大佳,"六角鑽尾螺絲 12# x 3/4""",1,TWD,PCS,新信路生產基地
07-4JWA012-06,大佳,大扁自攻螺絲 8#(5/32)X3/4,1,TWD,PCS,新信路生產基地
07-4JWSAB08-18,大佳,"白鐵丸頭鑽尾 8#5/8""",2,TWD,SET,新信路生產基地
07-4JWSB308,大佳,304#圓頭割尾螺絲3*8,2,TWD,PCS,新信路生產基地
07-4JWSB310,大佳,304#圓頭割尾螺絲3*10,2,TWD,PCS,新信路生產基地
07-4KMS-08,大佳,不銹鋼牙條m8x1m,120,TWD,PCS,新信路生產基地
07-4NT-A010,大佳,螺帽 1/8錏,0.2,TWD,PCS,新信路生產基地
07-4NT-B0204,大佳,螺帽 m2x0.4,0.5,TWD,PCS,新信路生產基地
07-4NT-B0305,大佳,螺帽 m3 x 0.5,0.2,TWD,PCS,新信路生產基地
07-4NT-B0407,大佳,螺帽m4x0.7,0.3,TWD,PCS,新信路生產基地
07-4NT-B0407A,大佳,螺帽 m4x0.7小型,0.3,TWD,PCS,新信路生產基地
07-4NT-B0508,大佳,螺帽m5x0.8,0.5,TWD,PCS,新信路生產基地
07-4NT-B0610,大佳,螺帽 m6x1.0,0.8,TWD,PCS,新信路生產基地
07-4NT-B08125,大佳,螺帽m8 x 1.25,1,TWD,PCS,新信路生產基地
07-4NT-GSM04,大佳,不銹鋼蝶帽 m4 x 0.7,15,TWD,PCS,新信路生產基地
07-4NT-GSM05,大佳,不銹鋼蝶帽  m5x0.8,15,TWD,PCS,新信路生產基地
07-4NT-SM0407,大佳,不銹鋼螺帽 m4x0.7,2,TWD,PCS,新信路生產基地
07-4NT-SM0610,大佳,不銹鋼螺帽 M6X1.0,1.5,TWD,PCS,新信路生產基地
07-4NT-SM0812,大佳,不銹鋼螺帽 M8X1.25,3,TWD,PCS,新信路生產基地
07-4NTT-04M,大佳,T型螺帽 1/2 中 鋼製,30,TWD,PCS,新信路生產基地
07-4NTWM3,大佳,彈片螺帽 m3*0.5,12,TWD,PCS,新信路生產基地
07-4NTWM4,大佳,彈片螺帽 m4*0.7,12,TWD,PCS,新信路生產基地
07-4NTWM6,大佳,彈片螺帽 m6*1.0,12,TWD,PCS,新信路生產基地
07-4SMC0304,大佳,黃銅單頭六角螺絲,10,TWD,PCS,中華西路總部
07-4SMS03256,大佳,不鏽鋼單頭六角,7,TWD,PCS,新信路生產基地
07-4VAMS4-15,大佳,不銹鋼翼形螺絲 m4x15,30,TWD,PCS,新信路生產基地
07-4VAMS4-20,大佳,不銹鋼翼形螺絲m4 x 20,30,TWD,PCS,新信路生產基地
07-4VAMS4-30,大佳,不銹鋼翼形螺絲 m4x30,30,TWD,PCS,新信路生產基地
07-4YFW-002,大佳,M2平滑司,0.2,TWD,PCS,新信路生產基地
07-4YFW-010,大佳,M3 平華司,0.2,TWD,PCS,新信路生產基地
07-4YFW-012,大佳,平華司 5/32(4m/m),0.2,TWD,PCS,新信路生產基地
07-4YFW-0121,大佳,平華司 M4,0.5,TWD,PCS,新信路生產基地
07-4YFW-015,大佳,平華司 3/16 (5m/m),0.5,TWD,PCS,新信路生產基地
07-4YFW-020,大佳,M6 平華司,0.4,TWD,PCS,新信路生產基地
07-4YFW-0202,大佳,平華司 6.0X19X2.0厚,1,TWD,PCS,新信路生產基地
07-4YFW-025,大佳,平華司 5/16(8m/m),0.6,TWD,PCS,新信路生產基地
07-4YFW-030,大佳,平華司 3/8(10m/m),1,TWD,PCS,新信路生產基地
07-4YFW-030B,大佳,平華司10m/m x 3.0 x 25,3,TWD,PCS,新信路生產基地
07-4YFWS-002,大佳,不銹鋼平華司 2.0,0.5,TWD,PCS,新信路生產基地
07-4YFWS-0025,大佳,不銹鋼平華司2.5,1,TWD,SET,新信路生產基地
07-4YFWS-025,大佳,不銹鋼平華司 8.0*22*1.0,2,TWD,PCS,新信路生產基地
07-4YFWS-030,大佳,不銹鋼平華司 10*22*1.0,2,TWD,PCS,新信路生產基地
07-4YSM-03,大佳,彈簧華司m3,0.2,TWD,PCS,新信路生產基地
07-4YSM-04,大佳,彈簧華司 m4,0.3,TWD,PCS,新信路生產基地
07-4YSM-05,大佳,彈簧華司 m5,0.4,TWD,PCS,新信路生產基地
07-4YSM-06,大佳,M6 彈簧華司,0.4,TWD,PCS,新信路生產基地
07-4YSM-08,大佳,彈簧華司 m8,0.5,TWD,PCS,新信路生產基地
07-4YSWS-004,大佳,不銹鋼彈簧華司4#,2,TWD,SET,新信路生產基地
07-4YSWS-007,大佳,不鏽鋼彈簧華司2.5mm(4YSWS-007),1,TWD,PCS,新信路生產基地
07-4YSWS-025,大佳,不銹鋼彈簧華司5/16(M8),2,TWD,PCS,新信路生產基地
07-5AAW-06-C,大佳,"活動板手 6""",130,TWD,PCS,新信路生產基地
07-5AAW-06-T,大佳,"5AAW-06-T(活動板手6""黑手牌)",250,TWD,PCS,新信路生產基地
07-5AAW-06XD,大佳,"活動板手 6"" 大開口",250,TWD,PCS,新信路生產基地
07-5AAW-08XD,大佳,"活動板手 8"" 大開口 FUL",400,TWD,PCS,新信路生產基地
07-5AAW-08XU,大佳,"活動板手 8"" USA",300,TWD,PCS,新信路生產基地
07-5AAW-12-A,大佳,"活動板手 12"" AIGO(日)",650,TWD,SET,新信路生產基地
07-5AAW-12-BL,大佳,"活動板手 12""黑手牌",350,TWD,PCS,新信路生產基地
07-5ABW-10F,大佳,"棘輪活動板手 10"" RW-10 Fulco",700,TWD,SET,新信路生產基地
07-5MG1214-B,大佳,梅花板手12-14B.H,80,TWD,SET,新信路生產基地
07-5MGY05-K,大佳,梅花開口板手 5 KIT,70,TWD,PCS,新信路生產基地
07-5MGY055-K,大佳,梅花開口板手 5.5,70,TWD,PCS,新信路生產基地
07-5PZ12-U,大佳,"鋸弓 12"" USA S.T",250,TWD,PCS,新信路生產基地
07-5SP-6-B,大佳,開口板手6支組 8-23 B.H,300,TWD,PCS,新信路生產基地
07-5SP0607-B,大佳,開口板手 6-7 BH,40,TWD,PCS,新信路生產基地
07-5SP0810-T,大佳,開口板手 8-10B.H,40,TWD,PCS,新信路生產基地
07-5SP1012-G,大佳,開口板手 10-12 CH,40,TWD,PCS,新信路生產基地
07-5SP1214G,大佳,開口板手 12-14 CH,50,TWD,PCS,新信路生產基地
07-5SPA4045,大佳,開口板手 1/2x9/16,100,TWD,PCS,新信路生產基地
07-5SPL0607,大佳,開口板手 6-7 LIGHT,50,TWD,PCS,新信路生產基地
07-5TANZ1,大佳,手搖繞線機nz-1(5TANZ1),950,TWD,SET,新信路生產基地
07-5TAPH-20,大佳,螺絲攻板手 1/4,150,TWD,SET,新信路生產基地
07-5TAPH-8.0 AIG,大佳,自動螺絲攻板手8.0,250,TWD,PCS,新信路生產基地
07-6BOX202K,大佳,凸六角套筒 1/4x2.0 koken,200,TWD,PCS,新信路生產基地
07-6BOXW412-T,大佳,氣動凸六角套筒 1/2x12,150,TWD,PCS,新信路生產基地
07-6LA006H-D,大佳,球型六角板手 1.5-5.0 EIGHT6支組,480,TWD,SET,新信路生產基地
07-6LA008E,大佳,中長六角板手1.5-10- 9支組,200,TWD,PCS,新信路生產基地
07-6LA016H-B,大佳,強力白金六角板手 球型BHS-9(日),650,TWD,PCS,新信路生產基地
07-6LA016H-B5-S,大佳,短球型六角板手 TS-7S,500,TWD,SET,新信路生產基地
07-6LBMLA015,大佳,球型六角板手 1.5 BH,30,TWD,PCS,新信路生產基地
07-6LBMLE015,大佳,強力球型六角板手 1.5 EIGHT (日),70,TWD,PCS,新信路生產基地
07-6LBMLE020,大佳,強力球型六角板手 2.0 EIGHT(日),70,TWD,PCS,新信路生產基地
07-6LBMLE030,大佳,強力球型六角板手3.0 EIGHT(日),70,TWD,PCS,新信路生產基地
07-6LBMLE040,大佳,強力球型六角板手 4.0 EIGHT(日),80,TWD,PCS,新信路生產基地
07-6LBMLE060,大佳,強力球型六角板手 6.0 EIGHT (日,120,TWD,SET,新信路生產基地
07-6LM0127P,大佳,六角板手 1.27,30,TWD,PCS,新信路生產基地
07-6LM020-N,大佳,六角板手 2.0 日製 EIGHT,10,TWD,PCS,新信路生產基地
07-6LM025-N,大佳,六角板手 2.5日製 EIGHT,10,TWD,PCS,新信路生產基地
07-6LTC025,大佳,T型白金六角板手- 2.5 日式,80,TWD,PCS,新信路生產基地
07-6LTC030,大佳,T型 白金六角板手 3.0 日式,80,TWD,PCS,新信路生產基地
07-6LTE05,大佳,T型六角板手 5.0x148- EIGHT,200,TWD,PCS,新信路生產基地
07-6LTH031,大佳,T型六角板手 3.0x100德,120,TWD,PCS,新信路生產基地
07-6LTH041,大佳,T型六角板手 4.0x100德,140,TWD,PCS,新信路生產基地
07-6LTH051,大佳,T型六角板手 5.0x100德,160,TWD,PCS,新信路生產基地
07-6LXS055B,大佳,星形六角板手組 T10-T50/9支,400,TWD,PCS,新信路生產基地
07-7DST-CR1301,大佳,高壓風槍 CR-130/15KG附頭,100,TWD,PCS,新信路生產基地
07-7DST-CR3000,大佳,高壓風槍 CR-300/15KG附頭,150,TWD,PCS,新信路生產基地
07-7DST-KW1A,大佳,強力風槍 K-130短型[附頭],100,TWD,PCS,新信路生產基地
07-7DST-KW2,大佳,強力風槍 KWI-2特長型/附頭,120,TWD,PCS,新信路生產基地
07-7F-02-S,大佳,空氣過濾器 1/4 F202,400,TWD,PCS,新信路生產基地
07-7FR02-A,大佳,調壓過濾器 1/4 AFC-2000附表,600,TWD,PCS,新信路生產基地
07-7FR02-smc,大佳,調壓過濾器 1/4AW20-02-A附錶,900,TWD,SET,新信路生產基地
07-7FR102A-C1,大佳,二點組合- 1/4- BFC-2000 AIR TAC,900,TWD,SET,新信路生產基地
07-7FRL05401,大佳,三點組合 1/2MACP401-15A,1800,TWD,PCS,新信路生產基地
07-7R02-TB,大佳,空氣調壓器(附錶)1/4PT-R152L-A,450,TWD,PCS,新信路生產基地
07-7X3-039,大佳,氣動刻模機修理(軸承.後進氣塞換新),400,TWD,SET,新信路生產基地
07-7XZ,大佳,空壓氣缸修理,300,TWD,SET,新信路生產基地
07-80DA0418120,大佳,鑽石切斷砂輪 110x0.9tx12Wx19,1100,TWD,PCS,新信路生產基地
07-80DPT06,大佳,鑽石海綿磨- 60#,200,TWD,PCS,新信路生產基地
07-80L112-015,大佳,"油石1/8x1/4x6"" 150#",60,TWD,PCS,新信路生產基地
07-80L112-040,大佳,"油石1/8x1/4x6"" 400#",60,TWD,PCS,新信路生產基地
07-80L114-032,大佳,"油石1/8x1/2x6"" 320#",80,TWD,PCS,新信路生產基地
07-80L320-T4,大佳,油石 三角 1/4,40,TWD,PCS,新信路生產基地
07-8BDB100-G,大佳,紗布環帶 100# 4*36(地球鷹),50,TWD,PCS,新信路生產基地
07-8D-4CWA1,大佳,可彎曲砂輪 4”WA80 金研,20,TWD,PCS,新信路生產基地
07-8ESA410,大佳,"平面砂布輪 4"" 100# 斜 B",30,TWD,PCS,新信路生產基地
07-8ODA0409100,大佳,鑽石切斷砂輪100X0.9t-12W20-100D,1100,TWD,PCS,新信路生產基地
07-8PB-1,大佳,帶柄鑽石砂輪 3.0柄 20支組,300,TWD,PCS,新信路生產基地
07-8PB-A80,大佳,帶柄鑽石砂輪 8.0a x 3.0直,60,TWD,PCS,新信路生產基地
07-8PB-RX16,大佳,帶柄鑽石砂輪 BC-100P尖,150,TWD,PCS,新信路生產基地
07-8PB-RX163543,大佳,帶柄鑽石砂輪 BC-100B丸型,150,TWD,PCS,新信路生產基地
07-8PB-RX2025,大佳,帶柄鑽石切片 25m/m,120,TWD,PCS,新信路生產基地
07-8PF-T06,大佳,帶柄海棉輪 6m/m,20,TWD,PCS,新信路生產基地
07-8PFF06-3-T,大佳,帶柄牛皮輪 6.0x17x3.0 BT,20,TWD,PCS,新信路生產基地
07-8PFKZ003,大佳,羊毛氈3mm,600,TWD,FEET,新信路生產基地
07-8PFKZ006,大佳,羊毛氈6mm,900,TWD,FEET,新信路生產基地
07-8WP-FC1000,大佳,耐水砂紙 1000# 雙鷹[日],15,TWD,PCS,新信路生產基地
07-8WP-FC2000,大佳,耐水砂紙 2000# 鷹(日),20,TWD,PCS,新信路生產基地
07-8WP-T0150,大佳,水砂紙 150#,6,TWD,SET,新信路生產基地
07-8WP-T0180,大佳,水砂紙 180#,6,TWD,SET,新信路生產基地
07-8WP-T0240,大佳,水砂紙 240#,6,TWD,SET,新信路生產基地
